Cayley table for Z16:
  +  00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15
  +------------------------------------------------
    (3,4,5)|     (3,4,5)     (3,5,4)          ()     (2,3,5)  (2,3)(4,5)     (2,3,4)     (2,4,5)  (2,4)(3,5)     (2,4,3)  (2,5)(3,4)     (2,5,3)     (2,5,4)  (1,2)(3,5)  (1,2)(4,5)  (1,2)(3,4) (1,2,3,4,5) (1,2,3,5,4)     (1,2,3) (1,2,4,3,5) (1,2,4,5,3)     (1,2,4)     (1,2,5) (1,2,5,3,4) (1,2,5,4,3) (1,3,4,5,2) (1,3,5,4,2)     (1,3,2)     (1,3,5)  (1,3)(4,5)     (1,3,4) (1,3,2,4,5) (1,3,5,2,4)  (1,3)(2,4) (1,3,4,2,5)  (1,3)(2,5) (1,3,2,5,4) (1,4,3,5,2) (1,4,5,3,2)     (1,4,2)     (1,4,5)  (1,4)(3,5)     (1,4,3) (1,4,2,3,5) (1,4,5,2,3)  (1,4)(2,3) (1,4,3,2,5)  (1,4)(2,5) (1,4,2,5,3)     (1,5,2) (1,5,3,4,2) (1,5,4,3,2)  (1,5)(3,4)     (1,5,3)     (1,5,4)  (1,5)(2,3) (1,5,2,3,4) (1,5,4,2,3)  (1,5)(2,4) (1,5,2,4,3) (1,5,3,2,4)
    (3,5,4)|     (3,5,4)          ()     (3,4,5)     (2,3,4)     (2,3,5)  (2,3)(4,5)  (2,4)(3,5)     (2,4,3)     (2,4,5)     (2,5,4)  (2,5)(3,4)     (2,5,3)  (1,2)(3,4)  (1,2)(3,5)  (1,2)(4,5) (1,2,3,5,4)     (1,2,3) (1,2,3,4,5)     (1,2,4) (1,2,4,3,5) (1,2,4,5,3) (1,2,5,3,4) (1,2,5,4,3)     (1,2,5) (1,3,5,4,2)     (1,3,2) (1,3,4,5,2)     (1,3,4)     (1,3,5)  (1,3)(4,5) (1,3,5,2,4)  (1,3)(2,4) (1,3,2,4,5) (1,3,2,5,4) (1,3,4,2,5)  (1,3)(2,5)     (1,4,2) (1,4,3,5,2) (1,4,5,3,2)  (1,4)(3,5)     (1,4,3)     (1,4,5)  (1,4)(2,3) (1,4,2,3,5) (1,4,5,2,3)  (1,4)(2,5) (1,4,2,5,3) (1,4,3,2,5) (1,5,3,4,2) (1,5,4,3,2)     (1,5,2)     (1,5,4)  (1,5)(3,4)     (1,5,3) (1,5,2,3,4) (1,5,4,2,3)  (1,5)(2,3) (1,5,3,2,4)  (1,5)(2,4) (1,5,2,4,3)
 (2,3)(4,5)|  (2,3)(4,5)     (2,4,3)     (2,5,3)          ()     (2,4,5)     (2,5,4)     (3,4,5)     (2,3,4)  (2,5)(3,4)     (3,5,4)     (2,3,5)  (2,4)(3,5)     (1,2,3) (1,2,4,5,3) (1,2,5,4,3)  (1,2)(4,5)     (1,2,4)     (1,2,5)  (1,2)(3,4) (1,2,3,4,5) (1,2,5,3,4)  (1,2)(3,5) (1,2,3,5,4) (1,2,4,3,5)  (1,3)(4,5)  (1,3)(2,4)  (1,3)(2,5)     (1,3,2) (1,3,2,4,5) (1,3,2,5,4) (1,3,4,5,2)     (1,3,4) (1,3,4,2,5) (1,3,5,4,2)     (1,3,5) (1,3,5,2,4)     (1,4,3) (1,4,5,2,3) (1,4,2,5,3) (1,4,5,3,2)  (1,4)(2,3) (1,4,3,2,5)     (1,4,2)     (1,4,5)  (1,4)(2,5) (1,4,3,5,2)  (1,4)(3,5) (1,4,2,3,5)     (1,5,3) (1,5,4,2,3) (1,5,2,4,3) (1,5,4,3,2)  (1,5)(2,3) (1,5,3,2,4)     (1,5,2)     (1,5,4)  (1,5)(2,4) (1,5,3,4,2)  (1,5)(3,4) (1,5,2,3,4)
    (2,3,4)|     (2,3,4)  (2,4)(3,5)     (2,5,4)     (3,5,4)     (2,4,3)  (2,5)(3,4)          ()     (2,3,5)     (2,5,3)     (3,4,5)  (2,3)(4,5)     (2,4,5) (1,2,3,5,4)     (1,2,4) (1,2,5,3,4)  (1,2)(3,4) (1,2,4,3,5) (1,2,5,4,3)  (1,2)(3,5)     (1,2,3)     (1,2,5)  (1,2)(4,5) (1,2,3,4,5) (1,2,4,5,3)     (1,3,4) (1,3,5,2,4) (1,3,2,5,4) (1,3,5,4,2)  (1,3)(2,4) (1,3,4,2,5)     (1,3,2)     (1,3,5)  (1,3)(2,5) (1,3,4,5,2)  (1,3)(4,5) (1,3,2,4,5)  (1,4)(3,5)  (1,4)(2,3)  (1,4)(2,5)     (1,4,2) (1,4,2,3,5) (1,4,2,5,3) (1,4,3,5,2)     (1,4,3) (1,4,3,2,5) (1,4,5,3,2)     (1,4,5) (1,4,5,2,3)     (1,5,4) (1,5,2,3,4) (1,5,3,2,4) (1,5,3,4,2) (1,5,4,2,3)  (1,5)(2,4) (1,5,4,3,2)  (1,5)(3,4) (1,5,2,4,3)     (1,5,2)     (1,5,3)  (1,5)(2,3)
    (2,3,5)|     (2,3,5)     (2,4,5)  (2,5)(3,4)     (3,4,5)  (2,4)(3,5)     (2,5,3)     (3,5,4)  (2,3)(4,5)     (2,5,4)          ()     (2,3,4)     (2,4,3) (1,2,3,4,5) (1,2,4,3,5)     (1,2,5)  (1,2)(3,5) (1,2,4,5,3) (1,2,5,3,4)  (1,2)(4,5) (1,2,3,5,4) (1,2,5,4,3)  (1,2)(3,4)     (1,2,3)     (1,2,4)     (1,3,5) (1,3,2,4,5) (1,3,4,2,5) (1,3,4,5,2) (1,3,5,2,4)  (1,3)(2,5) (1,3,5,4,2)  (1,3)(4,5) (1,3,2,5,4)     (1,3,2)     (1,3,4)  (1,3)(2,4)     (1,4,5) (1,4,2,3,5) (1,4,3,2,5) (1,4,3,5,2) (1,4,5,2,3)  (1,4)(2,5) (1,4,5,3,2)  (1,4)(3,5) (1,4,2,5,3)     (1,4,2)     (1,4,3)  (1,4)(2,3)  (1,5)(3,4)  (1,5)(2,3)  (1,5)(2,4)     (1,5,2) (1,5,2,3,4) (1,5,2,4,3) (1,5,3,4,2)     (1,5,3) (1,5,3,2,4) (1,5,4,3,2)     (1,5,4) (1,5,4,2,3)
    (2,4,3)|     (2,4,3)     (2,5,3)  (2,3)(4,5)     (2,5,4)          ()     (2,4,5)     (2,3,4)  (2,5)(3,4)     (3,4,5)  (2,4)(3,5)     (3,5,4)     (2,3,5) (1,2,5,4,3)     (1,2,3) (1,2,4,5,3)     (1,2,4)     (1,2,5)  (1,2)(4,5) (1,2,5,3,4)  (1,2)(3,4) (1,2,3,4,5) (1,2,3,5,4) (1,2,4,3,5)  (1,2)(3,5)  (1,3)(2,4)  (1,3)(2,5)  (1,3)(4,5) (1,3,2,5,4)     (1,3,2) (1,3,2,4,5)     (1,3,4) (1,3,4,2,5) (1,3,4,5,2) (1,3,5,2,4) (1,3,5,4,2)     (1,3,5) (1,4,2,5,3)     (1,4,3) (1,4,5,2,3)  (1,4)(2,3) (1,4,3,2,5) (1,4,5,3,2)  (1,4)(2,5)     (1,4,2)     (1,4,5)  (1,4)(3,5) (1,4,2,3,5) (1,4,3,5,2) (1,5,4,2,3) (1,5,2,4,3)     (1,5,3) (1,5,3,2,4) (1,5,4,3,2)  (1,5)(2,3)     (1,5,4)  (1,5)(2,4)     (1,5,2) (1,5,2,3,4) (1,5,3,4,2)  (1,5)(3,4)
    (2,4,5)|     (2,4,5)  (2,5)(3,4)     (2,3,5)     (2,5,3)     (3,4,5)  (2,4)(3,5)  (2,3)(4,5)     (2,5,4)     (3,5,4)     (2,4,3)          ()     (2,3,4)     (1,2,5) (1,2,3,4,5) (1,2,4,3,5) (1,2,4,5,3) (1,2,5,3,4)  (1,2)(3,5) (1,2,5,4,3)  (1,2)(4,5) (1,2,3,5,4)     (1,2,3)     (1,2,4)  (1,2)(3,4) (1,3,2,4,5) (1,3,4,2,5)     (1,3,5)  (1,3)(2,5) (1,3,4,5,2) (1,3,5,2,4)  (1,3)(4,5) (1,3,2,5,4) (1,3,5,4,2)  (1,3)(2,4)     (1,3,2)     (1,3,4) (1,4,3,2,5)     (1,4,5) (1,4,2,3,5) (1,4,5,2,3)  (1,4)(2,5) (1,4,3,5,2) (1,4,2,5,3) (1,4,5,3,2)  (1,4)(3,5)     (1,4,3)  (1,4)(2,3)     (1,4,2)  (1,5)(2,3)  (1,5)(2,4)  (1,5)(3,4) (1,5,2,4,3)     (1,5,2) (1,5,2,3,4)     (1,5,3) (1,5,3,2,4) (1,5,3,4,2) (1,5,4,2,3) (1,5,4,3,2)     (1,5,4)
 (2,4)(3,5)|  (2,4)(3,5)     (2,5,4)     (2,3,4)  (2,5)(3,4)     (3,5,4)     (2,4,3)     (2,3,5)     (2,5,3)          ()     (2,4,5)     (3,4,5)  (2,3)(4,5) (1,2,5,3,4) (1,2,3,5,4)     (1,2,4) (1,2,4,3,5) (1,2,5,4,3)  (1,2)(3,4)     (1,2,5)  (1,2)(3,5)     (1,2,3) (1,2,3,4,5) (1,2,4,5,3)  (1,2)(4,5) (1,3,5,2,4) (1,3,2,5,4)     (1,3,4) (1,3,4,2,5) (1,3,5,4,2)  (1,3)(2,4)     (1,3,5)  (1,3)(2,5)     (1,3,2) (1,3,2,4,5) (1,3,4,5,2)  (1,3)(4,5)  (1,4)(2,5)  (1,4)(3,5)  (1,4)(2,3) (1,4,2,3,5) (1,4,2,5,3)     (1,4,2) (1,4,3,2,5) (1,4,3,5,2)     (1,4,3)     (1,4,5) (1,4,5,2,3) (1,4,5,3,2) (1,5,2,3,4) (1,5,3,2,4)     (1,5,4)  (1,5)(2,4) (1,5,3,4,2) (1,5,4,2,3)  (1,5)(3,4) (1,5,2,4,3) (1,5,4,3,2)  (1,5)(2,3)     (1,5,2)     (1,5,3)
    (2,5,3)|     (2,5,3)  (2,3)(4,5)     (2,4,3)     (2,4,5)     (2,5,4)          ()  (2,5)(3,4)     (3,4,5)     (2,3,4)     (2,3,5)  (2,4)(3,5)     (3,5,4) (1,2,4,5,3) (1,2,5,4,3)     (1,2,3)     (1,2,5)  (1,2)(4,5)     (1,2,4) (1,2,3,4,5) (1,2,5,3,4)  (1,2)(3,4) (1,2,4,3,5)  (1,2)(3,5) (1,2,3,5,4)  (1,3)(2,5)  (1,3)(4,5)  (1,3)(2,4) (1,3,2,4,5) (1,3,2,5,4)     (1,3,2) (1,3,4,2,5) (1,3,4,5,2)     (1,3,4)     (1,3,5) (1,3,5,2,4) (1,3,5,4,2) (1,4,5,2,3) (1,4,2,5,3)     (1,4,3) (1,4,3,2,5) (1,4,5,3,2)  (1,4)(2,3)     (1,4,5)  (1,4)(2,5)     (1,4,2) (1,4,2,3,5) (1,4,3,5,2)  (1,4)(3,5) (1,5,2,4,3)     (1,5,3) (1,5,4,2,3)  (1,5)(2,3) (1,5,3,2,4) (1,5,4,3,2)  (1,5)(2,4)     (1,5,2)     (1,5,4)  (1,5)(3,4) (1,5,2,3,4) (1,5,3,4,2)
    (2,5,4)|     (2,5,4)     (2,3,4)  (2,4)(3,5)     (2,4,3)  (2,5)(3,4)     (3,5,4)     (2,5,3)          ()     (2,3,5)  (2,3)(4,5)     (2,4,5)     (3,4,5)     (1,2,4) (1,2,5,3,4) (1,2,3,5,4) (1,2,5,4,3)  (1,2)(3,4) (1,2,4,3,5)     (1,2,3)     (1,2,5)  (1,2)(3,5) (1,2,4,5,3)  (1,2)(4,5) (1,2,3,4,5) (1,3,2,5,4)     (1,3,4) (1,3,5,2,4)  (1,3)(2,4) (1,3,4,2,5) (1,3,5,4,2)  (1,3)(2,5)     (1,3,2)     (1,3,5)  (1,3)(4,5) (1,3,2,4,5) (1,3,4,5,2)  (1,4)(2,3)  (1,4)(2,5)  (1,4)(3,5) (1,4,2,5,3)     (1,4,2) (1,4,2,3,5)     (1,4,3) (1,4,3,2,5) (1,4,3,5,2) (1,4,5,2,3) (1,4,5,3,2)     (1,4,5) (1,5,3,2,4)     (1,5,4) (1,5,2,3,4) (1,5,4,2,3)  (1,5)(2,4) (1,5,3,4,2) (1,5,2,4,3) (1,5,4,3,2)  (1,5)(3,4)     (1,5,3)  (1,5)(2,3)     (1,5,2)
 (2,5)(3,4)|  (2,5)(3,4)     (2,3,5)     (2,4,5)  (2,4)(3,5)     (2,5,3)     (3,4,5)     (2,5,4)     (3,5,4)  (2,3)(4,5)     (2,3,4)     (2,4,3)          () (1,2,4,3,5)     (1,2,5) (1,2,3,4,5) (1,2,5,3,4)  (1,2)(3,5) (1,2,4,5,3) (1,2,3,5,4) (1,2,5,4,3)  (1,2)(4,5)     (1,2,4)  (1,2)(3,4)     (1,2,3) (1,3,4,2,5)     (1,3,5) (1,3,2,4,5) (1,3,5,2,4)  (1,3)(2,5) (1,3,4,5,2) (1,3,2,5,4) (1,3,5,4,2)  (1,3)(4,5)     (1,3,4)  (1,3)(2,4)     (1,3,2) (1,4,2,3,5) (1,4,3,2,5)     (1,4,5)  (1,4)(2,5) (1,4,3,5,2) (1,4,5,2,3)  (1,4)(3,5) (1,4,2,5,3) (1,4,5,3,2)  (1,4)(2,3)     (1,4,2)     (1,4,3)  (1,5)(2,4)  (1,5)(3,4)  (1,5)(2,3) (1,5,2,3,4) (1,5,2,4,3)     (1,5,2) (1,5,3,2,4) (1,5,3,4,2)     (1,5,3)     (1,5,4) (1,5,4,2,3) (1,5,4,3,2)
 (1,2)(4,5)|  (1,2)(4,5)  (1,2)(3,4)  (1,2)(3,5)     (1,3,2) (1,3,4,5,2) (1,3,5,4,2) (1,4,5,3,2)     (1,4,2) (1,4,3,5,2) (1,5,4,3,2)     (1,5,2) (1,5,3,4,2)          ()     (3,4,5)     (3,5,4)  (1,3)(4,5)     (1,3,4)     (1,3,5)     (1,4,3)     (1,4,5)  (1,4)(3,5)     (1,5,3)     (1,5,4)  (1,5)(3,4)  (2,3)(4,5)     (2,3,4)     (2,3,5)     (1,2,3) (1,2,3,4,5) (1,2,3,5,4) (1,4,5,2,3)  (1,4)(2,3) (1,4,2,3,5) (1,5,4,2,3)  (1,5)(2,3) (1,5,2,3,4)     (2,4,3)     (2,4,5)  (2,4)(3,5) (1,2,4,5,3)     (1,2,4) (1,2,4,3,5)  (1,3)(2,4) (1,3,2,4,5) (1,3,5,2,4) (1,5,2,4,3) (1,5,3,2,4)  (1,5)(2,4)     (2,5,3)     (2,5,4)  (2,5)(3,4) (1,2,5,4,3)     (1,2,5) (1,2,5,3,4)  (1,3)(2,5) (1,3,2,5,4) (1,3,4,2,5) (1,4,2,5,3) (1,4,3,2,5)  (1,4)(2,5)
 (1,2)(3,4)|  (1,2)(3,4)  (1,2)(3,5)  (1,2)(4,5) (1,3,5,4,2)     (1,3,2) (1,3,4,5,2)     (1,4,2) (1,4,3,5,2) (1,4,5,3,2) (1,5,3,4,2) (1,5,4,3,2)     (1,5,2)     (3,5,4)          ()     (3,4,5)     (1,3,4)     (1,3,5)  (1,3)(4,5)  (1,4)(3,5)     (1,4,3)     (1,4,5)     (1,5,4)  (1,5)(3,4)     (1,5,3)     (2,3,4)     (2,3,5)  (2,3)(4,5) (1,2,3,5,4)     (1,2,3) (1,2,3,4,5)  (1,4)(2,3) (1,4,2,3,5) (1,4,5,2,3) (1,5,2,3,4) (1,5,4,2,3)  (1,5)(2,3)  (2,4)(3,5)     (2,4,3)     (2,4,5)     (1,2,4) (1,2,4,3,5) (1,2,4,5,3) (1,3,5,2,4)  (1,3)(2,4) (1,3,2,4,5) (1,5,3,2,4)  (1,5)(2,4) (1,5,2,4,3)     (2,5,4)  (2,5)(3,4)     (2,5,3) (1,2,5,3,4) (1,2,5,4,3)     (1,2,5) (1,3,2,5,4) (1,3,4,2,5)  (1,3)(2,5)  (1,4)(2,5) (1,4,2,5,3) (1,4,3,2,5)
 (1,2)(3,5)|  (1,2)(3,5)  (1,2)(4,5)  (1,2)(3,4) (1,3,4,5,2) (1,3,5,4,2)     (1,3,2) (1,4,3,5,2) (1,4,5,3,2)     (1,4,2)     (1,5,2) (1,5,3,4,2) (1,5,4,3,2)     (3,4,5)     (3,5,4)          ()     (1,3,5)  (1,3)(4,5)     (1,3,4)     (1,4,5)  (1,4)(3,5)     (1,4,3)  (1,5)(3,4)     (1,5,3)     (1,5,4)     (2,3,5)  (2,3)(4,5)     (2,3,4) (1,2,3,4,5) (1,2,3,5,4)     (1,2,3) (1,4,2,3,5) (1,4,5,2,3)  (1,4)(2,3)  (1,5)(2,3) (1,5,2,3,4) (1,5,4,2,3)     (2,4,5)  (2,4)(3,5)     (2,4,3) (1,2,4,3,5) (1,2,4,5,3)     (1,2,4) (1,3,2,4,5) (1,3,5,2,4)  (1,3)(2,4)  (1,5)(2,4) (1,5,2,4,3) (1,5,3,2,4)  (2,5)(3,4)     (2,5,3)     (2,5,4)     (1,2,5) (1,2,5,3,4) (1,2,5,4,3) (1,3,4,2,5)  (1,3)(2,5) (1,3,2,5,4) (1,4,3,2,5)  (1,4)(2,5) (1,4,2,5,3)
    (1,2,3)|     (1,2,3) (1,2,4,5,3) (1,2,5,4,3)  (1,3)(4,5)  (1,3)(2,4)  (1,3)(2,5)     (1,4,3) (1,4,5,2,3) (1,4,2,5,3)     (1,5,3) (1,5,4,2,3) (1,5,2,4,3)  (2,3)(4,5)     (2,4,3)     (2,5,3)     (1,3,2) (1,3,2,4,5) (1,3,2,5,4) (1,4,5,3,2)  (1,4)(2,3) (1,4,3,2,5) (1,5,4,3,2)  (1,5)(2,3) (1,5,3,2,4)          ()     (2,4,5)     (2,5,4)  (1,2)(4,5)     (1,2,4)     (1,2,5)     (1,4,2)     (1,4,5)  (1,4)(2,5)     (1,5,2)     (1,5,4)  (1,5)(2,4)     (3,4,5)     (2,3,4)  (2,5)(3,4)  (1,2)(3,4) (1,2,3,4,5) (1,2,5,3,4) (1,3,4,5,2)     (1,3,4) (1,3,4,2,5) (1,5,3,4,2)  (1,5)(3,4) (1,5,2,3,4)     (3,5,4)     (2,3,5)  (2,4)(3,5)  (1,2)(3,5) (1,2,3,5,4) (1,2,4,3,5) (1,3,5,4,2)     (1,3,5) (1,3,5,2,4) (1,4,3,5,2)  (1,4)(3,5) (1,4,2,3,5)
(1,2,3,4,5)| (1,2,3,4,5) (1,2,4,3,5)     (1,2,5)     (1,3,5) (1,3,2,4,5) (1,3,4,2,5)     (1,4,5) (1,4,2,3,5) (1,4,3,2,5)  (1,5)(3,4)  (1,5)(2,3)  (1,5)(2,4)     (2,3,5)     (2,4,5)  (2,5)(3,4) (1,3,4,5,2) (1,3,5,2,4)  (1,3)(2,5) (1,4,3,5,2) (1,4,5,2,3)  (1,4)(2,5)     (1,5,2) (1,5,2,3,4) (1,5,2,4,3)     (3,4,5)  (2,4)(3,5)     (2,5,3)  (1,2)(3,5) (1,2,4,5,3) (1,2,5,3,4) (1,4,5,3,2)  (1,4)(3,5) (1,4,2,5,3) (1,5,3,4,2)     (1,5,3) (1,5,3,2,4)     (3,5,4)  (2,3)(4,5)     (2,5,4)  (1,2)(4,5) (1,2,3,5,4) (1,2,5,4,3) (1,3,5,4,2)  (1,3)(4,5) (1,3,2,5,4) (1,5,4,3,2)     (1,5,4) (1,5,4,2,3)          ()     (2,3,4)     (2,4,3)  (1,2)(3,4)     (1,2,3)     (1,2,4)     (1,3,2)     (1,3,4)  (1,3)(2,4)     (1,4,2)     (1,4,3)  (1,4)(2,3)
(1,2,3,5,4)| (1,2,3,5,4)     (1,2,4) (1,2,5,3,4)     (1,3,4) (1,3,5,2,4) (1,3,2,5,4)  (1,4)(3,5)  (1,4)(2,3)  (1,4)(2,5)     (1,5,4) (1,5,2,3,4) (1,5,3,2,4)     (2,3,4)  (2,4)(3,5)     (2,5,4) (1,3,5,4,2)  (1,3)(2,4) (1,3,4,2,5)     (1,4,2) (1,4,2,3,5) (1,4,2,5,3) (1,5,3,4,2) (1,5,4,2,3)  (1,5)(2,4)     (3,5,4)     (2,4,3)  (2,5)(3,4)  (1,2)(3,4) (1,2,4,3,5) (1,2,5,4,3) (1,4,3,5,2)     (1,4,3) (1,4,3,2,5) (1,5,4,3,2)  (1,5)(3,4) (1,5,2,4,3)          ()     (2,3,5)     (2,5,3)  (1,2)(3,5)     (1,2,3)     (1,2,5)     (1,3,2)     (1,3,5)  (1,3)(2,5)     (1,5,2)     (1,5,3)  (1,5)(2,3)     (3,4,5)  (2,3)(4,5)     (2,4,5)  (1,2)(4,5) (1,2,3,4,5) (1,2,4,5,3) (1,3,4,5,2)  (1,3)(4,5) (1,3,2,4,5) (1,4,5,3,2)     (1,4,5) (1,4,5,2,3)
(1,2,4,5,3)| (1,2,4,5,3) (1,2,5,4,3)     (1,2,3)  (1,3)(2,5)  (1,3)(4,5)  (1,3)(2,4) (1,4,5,2,3) (1,4,2,5,3)     (1,4,3) (1,5,2,4,3)     (1,5,3) (1,5,4,2,3)     (2,5,3)  (2,3)(4,5)     (2,4,3) (1,3,2,4,5) (1,3,2,5,4)     (1,3,2) (1,4,3,2,5) (1,4,5,3,2)  (1,4)(2,3)  (1,5)(2,3) (1,5,3,2,4) (1,5,4,3,2)     (2,4,5)     (2,5,4)          ()     (1,2,5)  (1,2)(4,5)     (1,2,4)     (1,4,5)  (1,4)(2,5)     (1,4,2)  (1,5)(2,4)     (1,5,2)     (1,5,4)  (2,5)(3,4)     (3,4,5)     (2,3,4) (1,2,3,4,5) (1,2,5,3,4)  (1,2)(3,4) (1,3,4,2,5) (1,3,4,5,2)     (1,3,4)  (1,5)(3,4) (1,5,2,3,4) (1,5,3,4,2)     (2,3,5)  (2,4)(3,5)     (3,5,4) (1,2,4,3,5)  (1,2)(3,5) (1,2,3,5,4)     (1,3,5) (1,3,5,2,4) (1,3,5,4,2) (1,4,2,3,5) (1,4,3,5,2)  (1,4)(3,5)
    (1,2,4)|     (1,2,4) (1,2,5,3,4) (1,2,3,5,4) (1,3,2,5,4)     (1,3,4) (1,3,5,2,4)  (1,4)(2,3)  (1,4)(2,5)  (1,4)(3,5) (1,5,3,2,4)     (1,5,4) (1,5,2,3,4)     (2,5,4)     (2,3,4)  (2,4)(3,5)  (1,3)(2,4) (1,3,4,2,5) (1,3,5,4,2) (1,4,2,5,3)     (1,4,2) (1,4,2,3,5) (1,5,4,2,3)  (1,5)(2,4) (1,5,3,4,2)     (2,4,3)  (2,5)(3,4)     (3,5,4) (1,2,5,4,3)  (1,2)(3,4) (1,2,4,3,5)     (1,4,3) (1,4,3,2,5) (1,4,3,5,2) (1,5,2,4,3) (1,5,4,3,2)  (1,5)(3,4)     (2,5,3)          ()     (2,3,5)     (1,2,3)     (1,2,5)  (1,2)(3,5)  (1,3)(2,5)     (1,3,2)     (1,3,5)     (1,5,3)  (1,5)(2,3)     (1,5,2)  (2,3)(4,5)     (2,4,5)     (3,4,5) (1,2,4,5,3)  (1,2)(4,5) (1,2,3,4,5)  (1,3)(4,5) (1,3,2,4,5) (1,3,4,5,2) (1,4,5,2,3) (1,4,5,3,2)     (1,4,5)
